,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Otros productos alimenticios,0.264213146217962,0.264213146217962,0.264213146217962,0.264213146217962,0.264213146217962,0.264213146217962,0.264213146217962,0.264213146217962,0.264213146217962,0.264213146217962,0.19161247361141331,0.19161247361141331,0.19161247361141331,0.19161247361141331,0.19161247361141331,0.19161247361141331,0.19161247361141331,0.19161247361141331,0.19161247361141331,0.19161247361141331,0.2676582034428998,0.2676582034428998,0.2676582034428998,0.2676582034428998,0.2676582034428998,0.2676582034428998,0.2676582034428998,0.2676582034428998,0.2676582034428998,0.2676582034428998,0.6065164628550113,0.6065164628550113,0.6065164628550113,0.6065164628550113,0.6065164628550113,0.6065164628550113,0.6065164628550113,0.6065164628550113,0.6065164628550113,0.6065164628550113,0.6168400659484208,0.6168400659484208,0.6168400659484208,0.6168400659484208,0.6168400659484208,0.6168400659484208,0.6168400659484208,0.6168400659484208,0.6168400659484208,0.6168400659484208,0.8811513434616058,0.8811513434616058,0.8811513434616058,0.8811513434616058,0.8811513434616058,0.8811513434616058,0.8811513434616058,0.8811513434616058,0.8811513434616058,0.8811513434616058,1.4557841228870272,1.4557841228870272,1.4557841228870272,1.4557841228870272,1.4557841228870272,1.4557841228870272,1.4557841228870272,1.4557841228870272,1.4557841228870272,1.4557841228870272,1.3872927623185927,1.3872927623185927,1.3872927623185927,1.3872927623185927,1.3872927623185927,1.3872927623185927,1.3872927623185927,1.3872927623185927,1.3872927623185927,1.3872927623185927,2.619170784062752,2.619170784062752,2.619170784062752,2.619170784062752,2.619170784062752,2.619170784062752,2.619170784062752,2.619170784062752,2.619170784062752,2.619170784062752,4.046556033121007,4.046556033121007,4.046556033121007,4.046556033121007,4.046556033121007,4.046556033121007,4.046556033121007,4.046556033121007,4.046556033121007,4.046556033121007
Bebidas alcohólicas,0.26135132690006113,0.26135132690006113,0.26135132690006113,0.26135132690006113,0.26135132690006113,0.26135132690006113,0.26135132690006113,0.26135132690006113,0.26135132690006113,0.26135132690006113,0.4374439051338497,0.4374439051338497,0.4374439051338497,0.4374439051338497,0.4374439051338497,0.4374439051338497,0.4374439051338497,0.4374439051338497,0.4374439051338497,0.4374439051338497,0.4559220819865706,0.4559220819865706,0.4559220819865706,0.4559220819865706,0.4559220819865706,0.4559220819865706,0.4559220819865706,0.4559220819865706,0.4559220819865706,0.4559220819865706,0.5633006227587556,0.5633006227587556,0.5633006227587556,0.5633006227587556,0.5633006227587556,0.5633006227587556,0.5633006227587556,0.5633006227587556,0.5633006227587556,0.5633006227587556,0.8249820640396477,0.8249820640396477,0.8249820640396477,0.8249820640396477,0.8249820640396477,0.8249820640396477,0.8249820640396477,0.8249820640396477,0.8249820640396477,0.8249820640396477,1.5072317782455658,1.5072317782455658,1.5072317782455658,1.5072317782455658,1.5072317782455658,1.5072317782455658,1.5072317782455658,1.5072317782455658,1.5072317782455658,1.5072317782455658,2.4405405854521556,2.4405405854521556,2.4405405854521556,2.4405405854521556,2.4405405854521556,2.4405405854521556,2.4405405854521556,2.4405405854521556,2.4405405854521556,2.4405405854521556,4.120983477910656,4.120983477910656,4.120983477910656,4.120983477910656,4.120983477910656,4.120983477910656,4.120983477910656,4.120983477910656,4.120983477910656,4.120983477910656,4.375556044666418,4.375556044666418,4.375556044666418,4.375556044666418,4.375556044666418,4.375556044666418,4.375556044666418,4.375556044666418,4.375556044666418,4.375556044666418,5.129083650256572,5.129083650256572,5.129083650256572,5.129083650256572,5.129083650256572,5.129083650256572,5.129083650256572,5.129083650256572,5.129083650256572,5.129083650256572
Producción vitivinícola,0.26925507081185795,0.26925507081185795,0.26925507081185795,0.26925507081185795,0.26925507081185795,0.26925507081185795,0.26925507081185795,0.26925507081185795,0.26925507081185795,0.26925507081185795,0.45146351692024744,0.45146351692024744,0.45146351692024744,0.45146351692024744,0.45146351692024744,0.45146351692024744,0.45146351692024744,0.45146351692024744,0.45146351692024744,0.45146351692024744,0.6758419551645023,0.6758419551645023,0.6758419551645023,0.6758419551645023,0.6758419551645023,0.6758419551645023,0.6758419551645023,0.6758419551645023,0.6758419551645023,0.6758419551645023,1.41588650957154,1.41588650957154,1.41588650957154,1.41588650957154,1.41588650957154,1.41588650957154,1.41588650957154,1.41588650957154,1.41588650957154,1.41588650957154,0.8885255692109961,0.8885255692109961,0.8885255692109961,0.8885255692109961,0.8885255692109961,0.8885255692109961,0.8885255692109961,0.8885255692109961,0.8885255692109961,0.8885255692109961,1.829502754442558,1.829502754442558,1.829502754442558,1.829502754442558,1.829502754442558,1.829502754442558,1.829502754442558,1.829502754442558,1.829502754442558,1.829502754442558,1.9809721621691256,1.9809721621691256,1.9809721621691256,1.9809721621691256,1.9809721621691256,1.9809721621691256,1.9809721621691256,1.9809721621691256,1.9809721621691256,1.9809721621691256,4.6726797125840935,4.6726797125840935,4.6726797125840935,4.6726797125840935,4.6726797125840935,4.6726797125840935,4.6726797125840935,4.6726797125840935,4.6726797125840935,4.6726797125840935,3.7061699677485516,3.7061699677485516,3.7061699677485516,3.7061699677485516,3.7061699677485516,3.7061699677485516,3.7061699677485516,3.7061699677485516,3.7061699677485516,3.7061699677485516,5.789665868862359,5.789665868862359,5.789665868862359,5.789665868862359,5.789665868862359,5.789665868862359,5.789665868862359,5.789665868862359,5.789665868862359,5.789665868862359
Cerveza y malta,0.26429477638933996,0.26429477638933996,0.26429477638933996,0.26429477638933996,0.26429477638933996,0.26429477638933996,0.26429477638933996,0.26429477638933996,0.26429477638933996,0.26429477638933996,0.33845307886206655,0.33845307886206655,0.33845307886206655,0.33845307886206655,0.33845307886206655,0.33845307886206655,0.33845307886206655,0.33845307886206655,0.33845307886206655,0.33845307886206655,0.6169506821627424,0.6169506821627424,0.6169506821627424,0.6169506821627424,0.6169506821627424,0.6169506821627424,0.6169506821627424,0.6169506821627424,0.6169506821627424,0.6169506821627424,0.9627406958780282,0.9627406958780282,0.9627406958780282,0.9627406958780282,0.9627406958780282,0.9627406958780282,0.9627406958780282,0.9627406958780282,0.9627406958780282,0.9627406958780282,0.6329651771964873,0.6329651771964873,0.6329651771964873,0.6329651771964873,0.6329651771964873,0.6329651771964873,0.6329651771964873,0.6329651771964873,0.6329651771964873,0.6329651771964873,1.417274297918203,1.417274297918203,1.417274297918203,1.417274297918203,1.417274297918203,1.417274297918203,1.417274297918203,1.417274297918203,1.417274297918203,1.417274297918203,2.440938534233106,2.440938534233106,2.440938534233106,2.440938534233106,2.440938534233106,2.440938534233106,2.440938534233106,2.440938534233106,2.440938534233106,2.440938534233106,1.4030355221473778,1.4030355221473778,1.4030355221473778,1.4030355221473778,1.4030355221473778,1.4030355221473778,1.4030355221473778,1.4030355221473778,1.4030355221473778,1.4030355221473778,0.9855150243448962,0.9855150243448962,0.9855150243448962,0.9855150243448962,0.9855150243448962,0.9855150243448962,0.9855150243448962,0.9855150243448962,0.9855150243448962,0.9855150243448962,1.6143322342029531,1.6143322342029531,1.6143322342029531,1.6143322342029531,1.6143322342029531,1.6143322342029531,1.6143322342029531,1.6143322342029531,1.6143322342029531,1.6143322342029531
"Gaseosas, agua mineral y otras bebidas no alcohólicas",0.26505729825949675,0.26505729825949675,0.26505729825949675,0.26505729825949675,0.26505729825949675,0.26505729825949675,0.26505729825949675,0.26505729825949675,0.26505729825949675,0.26505729825949675,0.435322207488098,0.435322207488098,0.435322207488098,0.435322207488098,0.435322207488098,0.435322207488098,0.435322207488098,0.435322207488098,0.435322207488098,0.435322207488098,0.7729324383316527,0.7729324383316527,0.7729324383316527,0.7729324383316527,0.7729324383316527,0.7729324383316527,0.7729324383316527,0.7729324383316527,0.7729324383316527,0.7729324383316527,1.0442863036180583,1.0442863036180583,1.0442863036180583,1.0442863036180583,1.0442863036180583,1.0442863036180583,1.0442863036180583,1.0442863036180583,1.0442863036180583,1.0442863036180583,2.1101273072312576,2.1101273072312576,2.1101273072312576,2.1101273072312576,2.1101273072312576,2.1101273072312576,2.1101273072312576,2.1101273072312576,2.1101273072312576,2.1101273072312576,2.071266264741123,2.071266264741123,2.071266264741123,2.071266264741123,2.071266264741123,2.071266264741123,2.071266264741123,2.071266264741123,2.071266264741123,2.071266264741123,3.5828245324256436,3.5828245324256436,3.5828245324256436,3.5828245324256436,3.5828245324256436,3.5828245324256436,3.5828245324256436,3.5828245324256436,3.5828245324256436,3.5828245324256436,3.825010309687582,3.825010309687582,3.825010309687582,3.825010309687582,3.825010309687582,3.825010309687582,3.825010309687582,3.825010309687582,3.825010309687582,3.825010309687582,4.467627282541464,4.467627282541464,4.467627282541464,4.467627282541464,4.467627282541464,4.467627282541464,4.467627282541464,4.467627282541464,4.467627282541464,4.467627282541464,11.210383796135858,11.210383796135858,11.210383796135858,11.210383796135858,11.210383796135858,11.210383796135858,11.210383796135858,11.210383796135858,11.210383796135858,11.210383796135858
Productos de tabaco,0.27400588278052584,0.27400588278052584,0.27400588278052584,0.27400588278052584,0.27400588278052584,0.27400588278052584,0.27400588278052584,0.27400588278052584,0.27400588278052584,0.27400588278052584,0.36022760667833165,0.36022760667833165,0.36022760667833165,0.36022760667833165,0.36022760667833165,0.36022760667833165,0.36022760667833165,0.36022760667833165,0.36022760667833165,0.36022760667833165,0.24319806008541445,0.24319806008541445,0.24319806008541445,0.24319806008541445,0.24319806008541445,0.24319806008541445,0.24319806008541445,0.24319806008541445,0.24319806008541445,0.24319806008541445,0.2197192750868604,0.2197192750868604,0.2197192750868604,0.2197192750868604,0.2197192750868604,0.2197192750868604,0.2197192750868604,0.2197192750868604,0.2197192750868604,0.2197192750868604,0.5155371896422123,0.5155371896422123,0.5155371896422123,0.5155371896422123,0.5155371896422123,0.5155371896422123,0.5155371896422123,0.5155371896422123,0.5155371896422123,0.5155371896422123,0.9704689016861501,0.9704689016861501,0.9704689016861501,0.9704689016861501,0.9704689016861501,0.9704689016861501,0.9704689016861501,0.9704689016861501,0.9704689016861501,0.9704689016861501,2.3954382015704656,2.3954382015704656,2.3954382015704656,2.3954382015704656,2.3954382015704656,2.3954382015704656,2.3954382015704656,2.3954382015704656,2.3954382015704656,2.3954382015704656,7.035264024812693,7.035264024812693,7.035264024812693,7.035264024812693,7.035264024812693,7.035264024812693,7.035264024812693,7.035264024812693,7.035264024812693,7.035264024812693,27.40381575925941,27.40381575925941,27.40381575925941,27.40381575925941,27.40381575925941,27.40381575925941,27.40381575925941,27.40381575925941,27.40381575925941,27.40381575925941,65.64277429037257,65.64277429037257,65.64277429037257,65.64277429037257,65.64277429037257,65.64277429037257,65.64277429037257,65.64277429037257,65.64277429037257,65.64277429037257
"Fibras, hilados y tejeduría de productos textiles",0.2669422487316053,0.2669422487316053,0.2669422487316053,0.2669422487316053,0.2669422487316053,0.2669422487316053,0.2669422487316053,0.2669422487316053,0.2669422487316053,0.2669422487316053,0.19235610515850876,0.19235610515850876,0.19235610515850876,0.19235610515850876,0.19235610515850876,0.19235610515850876,0.19235610515850876,0.19235610515850876,0.19235610515850876,0.19235610515850876,0.13752039620151812,0.13752039620151812,0.13752039620151812,0.13752039620151812,0.13752039620151812,0.13752039620151812,0.13752039620151812,0.13752039620151812,0.13752039620151812,0.13752039620151812,0.15655533250056308,0.15655533250056308,0.15655533250056308,0.15655533250056308,0.15655533250056308,0.15655533250056308,0.15655533250056308,0.15655533250056308,0.15655533250056308,0.15655533250056308,0.39332515322840766,0.39332515322840766,0.39332515322840766,0.39332515322840766,0.39332515322840766,0.39332515322840766,0.39332515322840766,0.39332515322840766,0.39332515322840766,0.39332515322840766,0.9840252673643635,0.9840252673643635,0.9840252673643635,0.9840252673643635,0.9840252673643635,0.9840252673643635,0.9840252673643635,0.9840252673643635,0.9840252673643635,0.9840252673643635,1.7788343474354429,1.7788343474354429,1.7788343474354429,1.7788343474354429,1.7788343474354429,1.7788343474354429,1.7788343474354429,1.7788343474354429,1.7788343474354429,1.7788343474354429,5.190899247166736,5.190899247166736,5.190899247166736,5.190899247166736,5.190899247166736,5.190899247166736,5.190899247166736,5.190899247166736,5.190899247166736,5.190899247166736,11.66129857180298,11.66129857180298,11.66129857180298,11.66129857180298,11.66129857180298,11.66129857180298,11.66129857180298,11.66129857180298,11.66129857180298,11.66129857180298,42.936979316658764,42.936979316658764,42.936979316658764,42.936979316658764,42.936979316658764,42.936979316658764,42.936979316658764,42.936979316658764,42.936979316658764,42.936979316658764
Acabado de productos textiles,0.26868320174393556,0.26868320174393556,0.26868320174393556,0.26868320174393556,0.26868320174393556,0.26868320174393556,0.26868320174393556,0.26868320174393556,0.26868320174393556,0.26868320174393556,0.7477463881462532,0.7477463881462532,0.7477463881462532,0.7477463881462532,0.7477463881462532,0.7477463881462532,0.7477463881462532,0.7477463881462532,0.7477463881462532,0.7477463881462532,0.5296855202723938,0.5296855202723938,0.5296855202723938,0.5296855202723938,0.5296855202723938,0.5296855202723938,0.5296855202723938,0.5296855202723938,0.5296855202723938,0.5296855202723938,0.35918354643420525,0.35918354643420525,0.35918354643420525,0.35918354643420525,0.35918354643420525,0.35918354643420525,0.35918354643420525,0.35918354643420525,0.35918354643420525,0.35918354643420525,0.4072421221102296,0.4072421221102296,0.4072421221102296,0.4072421221102296,0.4072421221102296,0.4072421221102296,0.4072421221102296,0.4072421221102296,0.4072421221102296,0.4072421221102296,1.0386392669341937,1.0386392669341937,1.0386392669341937,1.0386392669341937,1.0386392669341937,1.0386392669341937,1.0386392669341937,1.0386392669341937,1.0386392669341937,1.0386392669341937,2.4886216892197943,2.4886216892197943,2.4886216892197943,2.4886216892197943,2.4886216892197943,2.4886216892197943,2.4886216892197943,2.4886216892197943,2.4886216892197943,2.4886216892197943,4.747665787311606,4.747665787311606,4.747665787311606,4.747665787311606,4.747665787311606,4.747665787311606,4.747665787311606,4.747665787311606,4.747665787311606,4.747665787311606,14.546905271676568,14.546905271676568,14.546905271676568,14.546905271676568,14.546905271676568,14.546905271676568,14.546905271676568,14.546905271676568,14.546905271676568,14.546905271676568,31.036779217867515,31.036779217867515,31.036779217867515,31.036779217867515,31.036779217867515,31.036779217867515,31.036779217867515,31.036779217867515,31.036779217867515,31.036779217867515
Fabricación de productos textiles,0.2628752086559327,0.2628752086559327,0.2628752086559327,0.2628752086559327,0.2628752086559327,0.2628752086559327,0.2628752086559327,0.2628752086559327,0.2628752086559327,0.2628752086559327,0.16204337152085913,0.16204337152085913,0.16204337152085913,0.16204337152085913,0.16204337152085913,0.16204337152085913,0.16204337152085913,0.16204337152085913,0.16204337152085913,0.16204337152085913,0.09780945405126751,0.09780945405126751,0.09780945405126751,0.09780945405126751,0.09780945405126751,0.09780945405126751,0.09780945405126751,0.09780945405126751,0.09780945405126751,0.09780945405126751,0.1995800145900617,0.1995800145900617,0.1995800145900617,0.1995800145900617,0.1995800145900617,0.1995800145900617,0.1995800145900617,0.1995800145900617,0.1995800145900617,0.1995800145900617,0.5199836930550816,0.5199836930550816,0.5199836930550816,0.5199836930550816,0.5199836930550816,0.5199836930550816,0.5199836930550816,0.5199836930550816,0.5199836930550816,0.5199836930550816,1.041842273796778,1.041842273796778,1.041842273796778,1.041842273796778,1.041842273796778,1.041842273796778,1.041842273796778,1.041842273796778,1.041842273796778,1.041842273796778,2.361144939197457,2.361144939197457,2.361144939197457,2.361144939197457,2.361144939197457,2.361144939197457,2.361144939197457,2.361144939197457,2.361144939197457,2.361144939197457,7.150836508697922,7.150836508697922,7.150836508697922,7.150836508697922,7.150836508697922,7.150836508697922,7.150836508697922,7.150836508697922,7.150836508697922,7.150836508697922,13.380240012584398,13.380240012584398,13.380240012584398,13.380240012584398,13.380240012584398,13.380240012584398,13.380240012584398,13.380240012584398,13.380240012584398,13.380240012584398,10.67473231670839,10.67473231670839,10.67473231670839,10.67473231670839,10.67473231670839,10.67473231670839,10.67473231670839,10.67473231670839,10.67473231670839,10.67473231670839
Tejidos de punto,0.26218862165934276,0.26218862165934276,0.26218862165934276,0.26218862165934276,0.26218862165934276,0.26218862165934276,0.26218862165934276,0.26218862165934276,0.26218862165934276,0.26218862165934276,0.16980084991125022,0.16980084991125022,0.16980084991125022,0.16980084991125022,0.16980084991125022,0.16980084991125022,0.16980084991125022,0.16980084991125022,0.16980084991125022,0.16980084991125022,0.3426287932972949,0.3426287932972949,0.3426287932972949,0.3426287932972949,0.3426287932972949,0.3426287932972949,0.3426287932972949,0.3426287932972949,0.3426287932972949,0.3426287932972949,0.7389559760776487,0.7389559760776487,0.7389559760776487,0.7389559760776487,0.7389559760776487,0.7389559760776487,0.7389559760776487,0.7389559760776487,0.7389559760776487,0.7389559760776487,2.0578384590778764,2.0578384590778764,2.0578384590778764,2.0578384590778764,2.0578384590778764,2.0578384590778764,2.0578384590778764,2.0578384590778764,2.0578384590778764,2.0578384590778764,6.994215780505342,6.994215780505342,6.994215780505342,6.994215780505342,6.994215780505342,6.994215780505342,6.994215780505342,6.994215780505342,6.994215780505342,6.994215780505342,16.095851699040974,16.095851699040974,16.095851699040974,16.095851699040974,16.095851699040974,16.095851699040974,16.095851699040974,16.095851699040974,16.095851699040974,16.095851699040974,14.054947682802844,14.054947682802844,14.054947682802844,14.054947682802844,14.054947682802844,14.054947682802844,14.054947682802844,14.054947682802844,14.054947682802844,14.054947682802844,32.585072969575776,32.585072969575776,32.585072969575776,32.585072969575776,32.585072969575776,32.585072969575776,32.585072969575776,32.585072969575776,32.585072969575776,32.585072969575776,112.11940137966398,112.11940137966398,112.11940137966398,112.11940137966398,112.11940137966398,112.11940137966398,112.11940137966398,112.11940137966398,112.11940137966398,112.11940137966398
"Prendas de vestir, terminación y teñido de pieles",0.26393903996728696,0.26393903996728696,0.26393903996728696,0.26393903996728696,0.26393903996728696,0.26393903996728696,0.26393903996728696,0.26393903996728696,0.26393903996728696,0.26393903996728696,0.16281046966819535,0.16281046966819535,0.16281046966819535,0.16281046966819535,0.16281046966819535,0.16281046966819535,0.16281046966819535,0.16281046966819535,0.16281046966819535,0.16281046966819535,0.1214136713297842,0.1214136713297842,0.1214136713297842,0.1214136713297842,0.1214136713297842,0.1214136713297842,0.1214136713297842,0.1214136713297842,0.1214136713297842,0.1214136713297842,0.05854506212183974,0.05854506212183974,0.05854506212183974,0.05854506212183974,0.05854506212183974,0.05854506212183974,0.05854506212183974,0.05854506212183974,0.05854506212183974,0.05854506212183974,0.14899624881672402,0.14899624881672402,0.14899624881672402,0.14899624881672402,0.14899624881672402,0.14899624881672402,0.14899624881672402,0.14899624881672402,0.14899624881672402,0.14899624881672402,0.3926127156336001,0.3926127156336001,0.3926127156336001,0.3926127156336001,0.3926127156336001,0.3926127156336001,0.3926127156336001,0.3926127156336001,0.3926127156336001,0.3926127156336001,0.6506352205987609,0.6506352205987609,0.6506352205987609,0.6506352205987609,0.6506352205987609,0.6506352205987609,0.6506352205987609,0.6506352205987609,0.6506352205987609,0.6506352205987609,1.882965601198694,1.882965601198694,1.882965601198694,1.882965601198694,1.882965601198694,1.882965601198694,1.882965601198694,1.882965601198694,1.882965601198694,1.882965601198694,4.647770596666256,4.647770596666256,4.647770596666256,4.647770596666256,4.647770596666256,4.647770596666256,4.647770596666256,4.647770596666256,4.647770596666256,4.647770596666256,14.325039381800075,14.325039381800075,14.325039381800075,14.325039381800075,14.325039381800075,14.325039381800075,14.325039381800075,14.325039381800075,14.325039381800075,14.325039381800075
Curtido y terminación de cueros,0.2651576197503225,0.2651576197503225,0.2651576197503225,0.2651576197503225,0.2651576197503225,0.2651576197503225,0.2651576197503225,0.2651576197503225,0.2651576197503225,0.2651576197503225,0.7024666718686179,0.7024666718686179,0.7024666718686179,0.7024666718686179,0.7024666718686179,0.7024666718686179,0.7024666718686179,0.7024666718686179,0.7024666718686179,0.7024666718686179,1.1079123462067964,1.1079123462067964,1.1079123462067964,1.1079123462067964,1.1079123462067964,1.1079123462067964,1.1079123462067964,1.1079123462067964,1.1079123462067964,1.1079123462067964,1.5488801220646442,1.5488801220646442,1.5488801220646442,1.5488801220646442,1.5488801220646442,1.5488801220646442,1.5488801220646442,1.5488801220646442,1.5488801220646442,1.5488801220646442,1.6642519457416682,1.6642519457416682,1.6642519457416682,1.6642519457416682,1.6642519457416682,1.6642519457416682,1.6642519457416682,1.6642519457416682,1.6642519457416682,1.6642519457416682,2.182189718793137,2.182189718793137,2.182189718793137,2.182189718793137,2.182189718793137,2.182189718793137,2.182189718793137,2.182189718793137,2.182189718793137,2.182189718793137,5.319094075138642,5.319094075138642,5.319094075138642,5.319094075138642,5.319094075138642,5.319094075138642,5.319094075138642,5.319094075138642,5.319094075138642,5.319094075138642,3.513916437121778,3.513916437121778,3.513916437121778,3.513916437121778,3.513916437121778,3.513916437121778,3.513916437121778,3.513916437121778,3.513916437121778,3.513916437121778,2.4734449850972506,2.4734449850972506,2.4734449850972506,2.4734449850972506,2.4734449850972506,2.4734449850972506,2.4734449850972506,2.4734449850972506,2.4734449850972506,2.4734449850972506,4.761630288980223,4.761630288980223,4.761630288980223,4.761630288980223,4.761630288980223,4.761630288980223,4.761630288980223,4.761630288980223,4.761630288980223,4.761630288980223
Marroquinería y talabartería,0.263832744899295,0.263832744899295,0.263832744899295,0.263832744899295,0.263832744899295,0.263832744899295,0.263832744899295,0.263832744899295,0.263832744899295,0.263832744899295,0.1635627293699038,0.1635627293699038,0.1635627293699038,0.1635627293699038,0.1635627293699038,0.1635627293699038,0.1635627293699038,0.1635627293699038,0.1635627293699038,0.1635627293699038,0.10459410782626133,0.10459410782626133,0.10459410782626133,0.10459410782626133,0.10459410782626133,0.10459410782626133,0.10459410782626133,0.10459410782626133,0.10459410782626133,0.10459410782626133,0.17279069178690598,0.17279069178690598,0.17279069178690598,0.17279069178690598,0.17279069178690598,0.17279069178690598,0.17279069178690598,0.17279069178690598,0.17279069178690598,0.17279069178690598,0.4012817922298906,0.4012817922298906,0.4012817922298906,0.4012817922298906,0.4012817922298906,0.4012817922298906,0.4012817922298906,0.4012817922298906,0.4012817922298906,0.4012817922298906,0.8929077150943376,0.8929077150943376,0.8929077150943376,0.8929077150943376,0.8929077150943376,0.8929077150943376,0.8929077150943376,0.8929077150943376,0.8929077150943376,0.8929077150943376,2.90222629119139,2.90222629119139,2.90222629119139,2.90222629119139,2.90222629119139,2.90222629119139,2.90222629119139,2.90222629119139,2.90222629119139,2.90222629119139,4.431939475449886,4.431939475449886,4.431939475449886,4.431939475449886,4.431939475449886,4.431939475449886,4.431939475449886,4.431939475449886,4.431939475449886,4.431939475449886,11.42484519021223,11.42484519021223,11.42484519021223,11.42484519021223,11.42484519021223,11.42484519021223,11.42484519021223,11.42484519021223,11.42484519021223,11.42484519021223,13.040590597010526,13.040590597010526,13.040590597010526,13.040590597010526,13.040590597010526,13.040590597010526,13.040590597010526,13.040590597010526,13.040590597010526,13.040590597010526
Calzado y sus partes,0.2681632174788673,0.2681632174788673,0.2681632174788673,0.2681632174788673,0.2681632174788673,0.2681632174788673,0.2681632174788673,0.2681632174788673,0.2681632174788673,0.2681632174788673,0.1649572901543328,0.1649572901543328,0.1649572901543328,0.1649572901543328,0.1649572901543328,0.1649572901543328,0.1649572901543328,0.1649572901543328,0.1649572901543328,0.1649572901543328,0.11655507788510544,0.11655507788510544,0.11655507788510544,0.11655507788510544,0.11655507788510544,0.11655507788510544,0.11655507788510544,0.11655507788510544,0.11655507788510544,0.11655507788510544,0.11207611011319063,0.11207611011319063,0.11207611011319063,0.11207611011319063,0.11207611011319063,0.11207611011319063,0.11207611011319063,0.11207611011319063,0.11207611011319063,0.11207611011319063,0.2506238246992032,0.2506238246992032,0.2506238246992032,0.2506238246992032,0.2506238246992032,0.2506238246992032,0.2506238246992032,0.2506238246992032,0.2506238246992032,0.2506238246992032,0.6902707730044311,0.6902707730044311,0.6902707730044311,0.6902707730044311,0.6902707730044311,0.6902707730044311,0.6902707730044311,0.6902707730044311,0.6902707730044311,0.6902707730044311,1.1397400079464992,1.1397400079464992,1.1397400079464992,1.1397400079464992,1.1397400079464992,1.1397400079464992,1.1397400079464992,1.1397400079464992,1.1397400079464992,1.1397400079464992,3.3293231757689723,3.3293231757689723,3.3293231757689723,3.3293231757689723,3.3293231757689723,3.3293231757689723,3.3293231757689723,3.3293231757689723,3.3293231757689723,3.3293231757689723,9.606195768610348,9.606195768610348,9.606195768610348,9.606195768610348,9.606195768610348,9.606195768610348,9.606195768610348,9.606195768610348,9.606195768610348,9.606195768610348,18.620182439320978,18.620182439320978,18.620182439320978,18.620182439320978,18.620182439320978,18.620182439320978,18.620182439320978,18.620182439320978,18.620182439320978,18.620182439320978
Aserraderos,0.26140878708778015,0.26140878708778015,0.26140878708778015,0.26140878708778015,0.26140878708778015,0.26140878708778015,0.26140878708778015,0.26140878708778015,0.26140878708778015,0.26140878708778015,0.2550616972925912,0.2550616972925912,0.2550616972925912,0.2550616972925912,0.2550616972925912,0.2550616972925912,0.2550616972925912,0.2550616972925912,0.2550616972925912,0.2550616972925912,0.6006479865134029,0.6006479865134029,0.6006479865134029,0.6006479865134029,0.6006479865134029,0.6006479865134029,0.6006479865134029,0.6006479865134029,0.6006479865134029,0.6006479865134029,0.8216513571364548,0.8216513571364548,0.8216513571364548,0.8216513571364548,0.8216513571364548,0.8216513571364548,0.8216513571364548,0.8216513571364548,0.8216513571364548,0.8216513571364548,0.5785104767469074,0.5785104767469074,0.5785104767469074,0.5785104767469074,0.5785104767469074,0.5785104767469074,0.5785104767469074,0.5785104767469074,0.5785104767469074,0.5785104767469074,1.5323299947059166,1.5323299947059166,1.5323299947059166,1.5323299947059166,1.5323299947059166,1.5323299947059166,1.5323299947059166,1.5323299947059166,1.5323299947059166,1.5323299947059166,2.6182712167765576,2.6182712167765576,2.6182712167765576,2.6182712167765576,2.6182712167765576,2.6182712167765576,2.6182712167765576,2.6182712167765576,2.6182712167765576,2.6182712167765576,3.7592636161554394,3.7592636161554394,3.7592636161554394,3.7592636161554394,3.7592636161554394,3.7592636161554394,3.7592636161554394,3.7592636161554394,3.7592636161554394,3.7592636161554394,7.016947776180427,7.016947776180427,7.016947776180427,7.016947776180427,7.016947776180427,7.016947776180427,7.016947776180427,7.016947776180427,7.016947776180427,7.016947776180427,6.486381446615708,6.486381446615708,6.486381446615708,6.486381446615708,6.486381446615708,6.486381446615708,6.486381446615708,6.486381446615708,6.486381446615708,6.486381446615708
